timestamp,id,dist,response,button1,button2,stim1,place,frame,F0_step,VOT_step,trial_type,subjectGroup,word_pair,button1_voice,button2_voice,response_bin,response_num
58363,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_7,BP,ill,8,7,train,5,BP_ill,voiceless,voiced,voiceless,1
59659,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_9,BP,ill,8,9,train,5,BP_ill,voiceless,voiced,voiceless,1
61027,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_8,DT,ill,8,8,train,5,DT_ill,voiceless,voiced,voiceless,1
62307,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
63595,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
65548,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_1,BP,ill,2,1,train,5,BP_ill,voiced,voiceless,voiced,0
66981,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_7_VOT_8,DT,ill,7,8,train,5,DT_ill,voiced,voiceless,voiceless,1
68283,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_3,BP,ill,2,3,train,5,BP_ill,voiced,voiceless,voiced,0
69430,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
70540,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
71676,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
73022,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_7_VOT_8,BP,ill,7,8,train,5,BP_ill,voiced,voiceless,voiceless,1
74628,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_1,DT,ill,2,1,train,5,DT_ill,voiced,voiceless,voiced,0
75939,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_3,DT,ill,2,3,train,5,DT_ill,voiced,voiceless,voiced,0
77188,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_8,BP,ill,8,8,train,5,BP_ill,voiceless,voiced,voiceless,1
79014,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_3_VOT_2,BP,ill,3,2,train,5,BP_ill,voiceless,voiced,voiceless,1
80108,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_8,BP,ill,8,8,train,5,BP_ill,voiceless,voiced,voiceless,1
81260,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
82469,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_2,DT,ill,2,2,train,5,DT_ill,voiced,voiceless,voiced,0
83565,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
85107,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_3_VOT_2,DT,ill,3,2,train,5,DT_ill,voiceless,voiced,voiced,0
86291,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_8,DT,ill,8,8,train,5,DT_ill,voiceless,voiced,voiceless,1
87596,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_1_VOT_2,DT,ill,1,2,train,5,DT_ill,voiceless,voiced,voiced,0
88619,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
89676,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
90940,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_9_VOT_8,BP,ill,9,8,train,5,BP_ill,voiced,voiceless,voiceless,1
92404,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_2,DT,ill,2,2,train,5,DT_ill,voiced,voiceless,voiced,0
94412,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_1_VOT_2,BP,ill,1,2,train,5,BP_ill,voiceless,voiced,voiced,0
95787,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_7,BP,ill,8,7,train,5,BP_ill,voiceless,voiced,voiceless,1
96908,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
97948,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
98876,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
100212,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_9,DT,ill,8,9,train,5,DT_ill,voiceless,voiced,voiceless,1
101308,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_7_VOT_8,DT,ill,7,8,train,5,DT_ill,voiced,voiceless,voiceless,1
102589,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_3_VOT_2,DT,ill,3,2,train,5,DT_ill,voiceless,voiced,voiced,0
103876,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_7_VOT_8,BP,ill,7,8,train,5,BP_ill,voiced,voiceless,voiceless,1
105452,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_1_VOT_2,BP,ill,1,2,train,5,BP_ill,voiceless,voiced,voiced,0
106939,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_2,BP,ill,2,2,train,5,BP_ill,voiced,voiceless,voiced,0
108296,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_7,BP,ill,8,7,train,5,BP_ill,voiceless,voiced,voiceless,1
109524,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_9_VOT_8,DT,ill,9,8,train,5,DT_ill,voiced,voiceless,voiceless,1
110668,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
112164,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_2,BP,ill,2,2,train,5,BP_ill,voiced,voiceless,voiced,0
113331,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
114460,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
116460,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_3_VOT_2,BP,ill,3,2,train,5,BP_ill,voiceless,voiced,voiced,0
117708,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
118693,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
119996,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_1,BP,ill,2,1,train,5,BP_ill,voiced,voiceless,voiced,0
121204,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_7_VOT_8,BP,ill,7,8,train,5,BP_ill,voiced,voiceless,voiceless,1
122325,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_3_VOT_2,DT,ill,3,2,train,5,DT_ill,voiceless,voiced,voiced,0
123444,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_1_VOT_2,DT,ill,1,2,train,5,DT_ill,voiceless,voiced,voiced,0
124468,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
125596,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_9,DT,ill,8,9,train,5,DT_ill,voiceless,voiced,voiceless,1
126836,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
127780,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
128987,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_9,DT,ill,8,9,train,5,DT_ill,voiceless,voiced,voiceless,1
130627,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_3_VOT_2,BP,ill,3,2,train,5,BP_ill,voiceless,voiced,voiced,0
131755,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
132715,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
133907,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_8,BP,ill,8,8,train,5,BP_ill,voiceless,voiced,voiceless,1
135364,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_7,DT,ill,8,7,train,5,DT_ill,voiceless,voiced,voiceless,1
136740,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_3_VOT_2,BP,ill,3,2,train,5,BP_ill,voiceless,voiced,voiced,0
137860,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
138971,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
140139,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_3,BP,ill,2,3,train,5,BP_ill,voiced,voiceless,voiced,0
141318,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_3,DT,ill,2,3,train,5,DT_ill,voiced,voiceless,voiced,0
142419,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_1_VOT_2,DT,ill,1,2,train,5,DT_ill,voiceless,voiced,voiced,0
143534,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
144651,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_7_VOT_8,DT,ill,7,8,train,5,DT_ill,voiced,voiceless,voiceless,1
146027,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_1,BP,ill,2,1,train,5,BP_ill,voiced,voiceless,voiced,0
147659,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_2,BP,ill,2,2,train,5,BP_ill,voiced,voiceless,voiced,0
148771,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_7_VOT_8,DT,ill,7,8,train,5,DT_ill,voiced,voiceless,voiceless,1
150012,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_3_VOT_2,BP,ill,3,2,train,5,BP_ill,voiceless,voiced,voiceless,1
151182,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_7,BP,ill,8,7,train,5,BP_ill,voiceless,voiced,voiceless,1
152420,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
153587,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_9,BP,ill,8,9,train,5,BP_ill,voiceless,voiced,voiceless,1
154676,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
155716,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_8,BP,ill,8,8,train,5,BP_ill,voiceless,voiced,voiceless,1
156803,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
158062,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_3_VOT_2,DT,ill,3,2,train,5,DT_ill,voiceless,voiced,voiced,0
159052,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_8,BP,ill,8,8,train,5,BP_ill,voiceless,voiced,voiceless,1
160132,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_9,BP,ill,8,9,train,5,BP_ill,voiceless,voiced,voiceless,1
161299,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_1_VOT_2,BP,ill,1,2,train,5,BP_ill,voiceless,voiced,voiced,0
162460,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_1_VOT_2,BP,ill,1,2,train,5,BP_ill,voiceless,voiced,voiced,0
163579,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
164755,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_9_VOT_8,DT,ill,9,8,train,5,DT_ill,voiced,voiceless,voiceless,1
165981,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
167260,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_1,DT,ill,2,1,train,5,DT_ill,voiced,voiceless,voiced,0
168363,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
169579,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_9_VOT_8,DT,ill,9,8,train,5,DT_ill,voiced,voiceless,voiceless,1
171180,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_1_VOT_2,BP,ill,1,2,train,5,BP_ill,voiceless,voiced,voiced,0
172284,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
173395,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
174476,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_7,BP,ill,8,7,train,5,BP_ill,voiceless,voiced,voiceless,1
176259,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_2,BP,ill,2,2,train,5,BP_ill,voiced,voiceless,voiced,0
177573,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_7_VOT_8,BP,ill,7,8,train,5,BP_ill,voiced,voiceless,voiceless,1
178627,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
180468,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_7_VOT_8,BP,ill,7,8,train,5,BP_ill,voiced,voiceless,voiceless,1
181612,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_9_VOT_8,BP,ill,9,8,train,5,BP_ill,voiced,voiceless,voiceless,1
182948,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
184043,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_1,DT,ill,2,1,train,5,DT_ill,voiced,voiceless,voiced,0
185284,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_9,BP,ill,8,9,train,5,BP_ill,voiceless,voiced,voiceless,1
186524,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_2_VOT_1,BP,ill,2,1,train,5,BP_ill,voiced,voiceless,voiceless,1
187548,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_7,DT,ill,8,7,train,5,DT_ill,voiceless,voiced,voiceless,1
189188,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_3,BP,ill,2,3,train,5,BP_ill,voiced,voiceless,voiced,0
190507,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_3,DT,ill,2,3,train,5,DT_ill,voiced,voiceless,voiced,0
191587,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_3,DT,ill,2,3,train,5,DT_ill,voiced,voiceless,voiced,0
192598,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_1,DT,ill,2,1,train,5,DT_ill,voiced,voiceless,voiced,0
193811,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
194908,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
196275,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
197395,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
198572,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_3_VOT_2,DT,ill,3,2,train,5,DT_ill,voiceless,voiced,voiced,0
199709,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
200837,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_9,BP,ill,8,9,train,5,BP_ill,voiceless,voiced,voiceless,1
201947,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_3_VOT_2,DT,ill,3,2,train,5,DT_ill,voiceless,voiced,voiced,0
203124,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_7,BP,ill,8,7,train,5,BP_ill,voiceless,voiced,voiceless,1
204267,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_3,DT,ill,2,3,train,5,DT_ill,voiced,voiceless,voiced,0
206084,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_7,BP,ill,8,7,train,5,BP_ill,voiceless,voiced,voiceless,1
207075,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
208132,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
209389,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
210475,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
211699,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_1_VOT_2,DT,ill,1,2,train,5,DT_ill,voiceless,voiced,voiced,0
212740,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
214588,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_1_VOT_2,BP,ill,1,2,train,5,BP_ill,voiceless,voiced,voiced,0
215860,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_1,DT,ill,2,1,train,5,DT_ill,voiced,voiceless,voiced,0
216933,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_1,DT,ill,2,1,train,5,DT_ill,voiced,voiceless,voiced,0
218148,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_9_VOT_8,DT,ill,9,8,train,5,DT_ill,voiced,voiceless,voiceless,1
219428,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
220419,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
221387,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
222476,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_9,BP,ill,8,9,train,5,BP_ill,voiceless,voiced,voiceless,1
224491,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
225563,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_3,BP,ill,2,3,train,5,BP_ill,voiced,voiceless,voiced,0
226627,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_9,BP,ill,8,9,train,5,BP_ill,voiceless,voiced,voiceless,1
227692,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
228795,5702fde2d4cf7f00089471f3,canonical,1,dill,till,DT_ill_F0_2_VOT_3,DT,ill,2,3,train,5,DT_ill,voiced,voiceless,voiced,0
230796,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_2,BP,ill,2,2,train,5,BP_ill,voiced,voiceless,voiced,0
232012,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_8,BP,ill,8,8,train,5,BP_ill,voiceless,voiced,voiceless,1
233172,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_7_VOT_8,DT,ill,7,8,train,5,DT_ill,voiced,voiceless,voiceless,1
234331,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
235771,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_8,DT,ill,8,8,train,5,DT_ill,voiceless,voiced,voiceless,1
236939,5702fde2d4cf7f00089471f3,canonical,2,gill,kill,GK_ill_F0_1_VOT_5,GK,ill,1,5,test,5,GK_ill,voiced,voiceless,voiceless,1
238131,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_8,DT,ill,8,8,train,5,DT_ill,voiceless,voiced,voiceless,1
239179,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
240661,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_7_VOT_8,BP,ill,7,8,train,5,BP_ill,voiced,voiceless,voiceless,1
241739,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_1_VOT_2,DT,ill,1,2,train,5,DT_ill,voiceless,voiced,voiced,0
243419,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_1,BP,ill,2,1,train,5,BP_ill,voiced,voiceless,voiced,0
244539,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_9,BP,ill,8,9,train,5,BP_ill,voiceless,voiced,voiceless,1
245571,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
247012,5702fde2d4cf7f00089471f3,canonical,2,pill,bill,BP_ill_F0_1_VOT_2,BP,ill,1,2,train,5,BP_ill,voiceless,voiced,voiced,0
248315,5702fde2d4cf7f00089471f3,canonical,2,till,dill,DT_ill_F0_1_VOT_2,DT,ill,1,2,train,5,DT_ill,voiceless,voiced,voiced,0
249700,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_9_VOT_8,BP,ill,9,8,train,5,BP_ill,voiced,voiceless,voiceless,1
250923,5702fde2d4cf7f00089471f3,canonical,2,dill,till,DT_ill_F0_7_VOT_8,DT,ill,7,8,train,5,DT_ill,voiced,voiceless,voiceless,1
252068,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_9,DT,ill,8,9,train,5,DT_ill,voiceless,voiced,voiceless,1
253243,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_9_VOT_8,BP,ill,9,8,train,5,BP_ill,voiced,voiceless,voiceless,1
254323,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_8,BP,ill,8,8,train,5,BP_ill,voiceless,voiced,voiceless,1
256051,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_9_VOT_8,BP,ill,9,8,train,5,BP_ill,voiced,voiceless,voiceless,1
257917,5702fde2d4cf7f00089471f3,canonical,1,bill,pill,BP_ill_F0_2_VOT_1,BP,ill,2,1,train,5,BP_ill,voiced,voiceless,voiced,0
258972,5702fde2d4cf7f00089471f3,canonical,1,till,dill,DT_ill_F0_8_VOT_9,DT,ill,8,9,train,5,DT_ill,voiceless,voiced,voiceless,1
260044,5702fde2d4cf7f00089471f3,canonical,1,kill,gill,GK_ill_F0_9_VOT_5,GK,ill,9,5,test,5,GK_ill,voiceless,voiced,voiceless,1
261404,5702fde2d4cf7f00089471f3,canonical,2,bill,pill,BP_ill_F0_2_VOT_2,BP,ill,2,2,train,5,BP_ill,voiced,voiceless,voiceless,1
262499,5702fde2d4cf7f00089471f3,canonical,1,pill,bill,BP_ill_F0_8_VOT_8,BP,ill,8,8,train,5,BP_ill,voiceless,voiced,voiceless,1
